,gauge_id,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean
56,1544500,1.1216859013868052,0.48586526689281895,1.76324322488628,0.4852307375818879,1.03998874656978,0.0757965724132169,5.650289943530719,8.45,2.31506849315068,91.15,15.3193277310924,0.0,160.6
57,1545600,1.0418561496572414,0.448479056936079,1.75019160883107,0.5148763355952221,1.06958327839606,0.06524201454796799,5.0725666311045,6.85,2.6346153846153797,84.6,17.4432989690722,0.0,164.35
58,1547700,0.9252096200248277,0.429971169656749,1.8407750289527198,0.44289710724255604,2.38480397517291,0.0387866477187585,4.82678282722328,15.45,2.8348623853211006,116.05,14.1524390243902,0.0,158.65
59,1548500,0.985252598242374,0.455212892499828,1.7281988942665703,0.49416298265030295,1.10720797436017,0.0848496062808742,5.01241192659239,8.9,2.5070422535211296,88.7,16.425925925925903,0.0,162.2
60,1549500,1.037213564585743,0.453494786847218,1.66070246009029,0.471683754996156,1.00829010161093,0.0577200097934377,5.06430346796334,11.4,2.375,94.2,13.083333333333302,0.0,154.6
61,1550000,1.148250102074668,0.496449757656269,1.74260256807022,0.49511430341099,1.5637571003687798,0.0918789968064187,5.5667862770947805,8.75,1.94444444444444,82.7,14.0169491525424,0.0,155.6
62,1552000,1.1800499930360204,0.494463815495184,1.6708611448027,0.51054949836829,1.21432539065678,0.11047052459339099,5.458543568144011,6.35,1.71621621621622,67.15,13.297029702970299,0.0,150.15
63,1552500,1.3607837494384203,0.547203753444974,1.6033605302128702,0.48482787297247104,1.1824889906512,0.108933937549172,6.092231322194411,6.9,1.5505617977528101,72.55,10.290780141844,0.0,149.15
64,1557500,1.0978004622964348,0.5072526350702371,1.76891150738684,0.530439750077974,1.62476427003451,0.12094952827084302,5.4957768109032,7.8,1.90243902439024,87.5,13.2575757575758,0.0,165.2
65,1567500,0.8899631553922418,0.403572520340108,1.46006944907113,0.553409319445927,1.6453618741980702,0.220867021135435,3.97560638043782,8.55,1.8,41.25,7.56880733944954,0.0,162.85
66,1568000,0.9769497742363086,0.427469830225647,1.6862489449760902,0.517278236493741,1.7863425729112399,0.12361297877920199,4.6240410580368,10.05,1.7787610619468999,85.4,12.2877697841727,0.0,161.75
67,1580000,0.8959249650686034,0.380362222334981,1.2318632230253501,0.7158007538920429,1.10615890825077,0.35041185126737295,3.0235536880784797,2.3,1.21052631578947,6.6,12.0,0.0,171.95
68,1583500,0.7546140195662328,0.337025443508645,1.21152534114576,0.73065737161485,1.04905395234953,0.29826715024335704,2.49602509940494,1.6,1.03225806451613,8.6,9.55555555555556,0.0,170.7
69,1586610,0.7983877274400148,0.35198605306925296,1.49041360174604,0.661737774386697,1.22591311720456,0.235571235472374,3.02877302750195,3.5,1.12903225806452,18.1,9.28205128205128,0.0,168.5
70,1591400,0.7326130761366001,0.32492043121948805,1.29303469028872,0.635939706689412,1.27661187770575,0.18631900414570302,2.4842533886093796,5.0,1.19047619047619,23.95,11.975,0.0,168.45
71,1594950,1.2380615496381282,0.46001552566739395,2.23643727822973,0.468280719879937,1.69636920814356,0.0199883623002353,6.3962759360753,8.55,1.72727272727273,116.85,15.2745098039216,0.009171800136892541,163.55
72,1596500,1.0546923902678387,0.463635893331234,1.81922288196779,0.441481526371212,1.8552143933062601,0.0471061476880635,6.21408598251702,17.75,2.46527777777778,118.7,14.930817610062899,0.0,162.4
73,1605500,0.6929623174386059,0.314546729407771,1.5039817726446398,0.5444348596252521,1.90503009613894,0.158234917250111,3.1857963339689,8.85,2.3918918918918903,56.25,10.1351351351351,0.0,173.6
74,1606500,0.8306764362684349,0.35981723587233,1.7043813427950099,0.5188906964522341,2.0737863135544803,0.11328419610745098,4.19732470192991,11.0,2.4175824175824197,90.35,15.313559322033901,0.0,171.85
75,1613050,0.8501797549554674,0.401052266275073,1.69479930132314,0.418222660913511,2.08106262575762,0.009645996774565159,4.998380146820129,25.45,3.22151898734177,139.15,17.39375,0.010403832991101999,163.8
76,1620500,1.120561756296666,0.480365976915241,1.49207861509594,0.41473251629267893,1.9839348816323799,0.0399195384052442,5.468429918526599,14.85,2.7247706422018303,116.9,32.4722222222222,0.0,172.05
77,1632000,0.6497606584909362,0.322975927031301,1.5278155857037,0.391340570141825,1.6730411667399099,0.0171101793895124,3.48057070212975,23.95,3.05095541401274,140.2,23.563025210084,0.0,173.7
78,1632900,0.5485532683372297,0.27481863878643,1.47637689693793,0.5922294016838721,2.65813269814611,0.119807821042994,2.41612439103371,8.1,1.88372093023256,46.1,11.525,0.0,172.5
79,1634500,0.6798442142462584,0.33246903540187894,1.49259367705532,0.4824404022215661,2.8816233554495696,0.0852659103683952,3.39210034726442,14.55,2.34677419354839,106.55,12.3895348837209,0.0,171.4
80,1638480,0.6840428275579118,0.32843218951193603,1.6994591837725401,0.488001358362683,2.2067506594909503,0.0253094021953324,3.2986587527916496,12.9,2.0806451612903203,112.6,14.4358974358974,0.0,168.25
81,1639500,0.7829254907351565,0.35279399495252706,1.3866173317887398,0.5635209504985861,1.7039158785958002,0.155669527188897,3.59688178116463,8.1,1.3728813559322,39.0,9.75,0.0,160.7
82,1644000,0.6890409462605386,0.32939631954985904,1.81369588568045,0.513835160615937,2.7099985285914703,0.0190789438122571,3.44560030042256,11.35,2.02678571428571,104.9,15.5407407407407,0.0,170.65
83,1658500,0.6563384465612929,0.29714026375825503,1.2828379853332401,0.37538958850074394,1.9039583892957401,0.013915372803018,3.2890881170769797,17.65,1.4769874476987401,125.75,12.0334928229665,0.00971937029431896,162.7
84,1664000,0.7658796894601865,0.354341945140566,1.74536114975795,0.565654912609262,1.6241264596406102,0.0597506456828321,3.28933401488648,5.9,1.5733333333333301,70.65,13.3301886792453,0.0,170.0
85,1666500,0.8360385305080612,0.380531963496067,1.49817669483742,0.587109482529473,1.83338072238029,0.147909133704775,3.26139639819027,4.2,1.42372881355932,44.95,11.986666666666698,0.0,169.15
86,1667500,0.7952713117449328,0.361178515853087,1.5709112491892498,0.5639420176812701,1.9851453990380201,0.11729810427099001,3.39355549942622,5.75,1.47435897435897,59.45,11.656862745098,0.0,168.0
87,1669000,0.6583468296422417,0.300022815141627,1.8979451441122,0.6688116772309539,1.42587266336671,0.0681117913571492,2.5133251010787796,2.35,1.74074074074074,48.45,11.535714285714299,0.00369609856262834,169.15
88,1669520,0.7780418280144451,0.346317408249291,2.0041550940326798,0.598059019202295,1.7440234359003002,0.0213443628834067,3.12227457054788,3.25,2.7083333333333304,75.25,19.8026315789474,0.00410677618069815,176.25
89,2011400,0.681492443178181,0.301920852489919,1.70320151945236,0.541782728707136,1.9942077424853,0.12601316211254,3.22713707543447,9.4,2.08888888888889,73.75,13.053097345132699,0.0,171.45
90,2011460,1.000825719335336,0.428324970225943,1.78871138734071,0.4464870378033379,1.63149965909414,0.0579015576214057,5.070298559279849,13.8,1.95744680851064,111.2,16.4740740740741,0.0,164.35
91,2013000,0.6706168748719069,0.32178937423065995,1.53626473175612,0.455218847149974,1.60109515532406,0.0863944469683884,3.44425861913975,18.2,2.34838709677419,112.95,18.072,0.0,168.55
92,2014000,0.7314458305021425,0.341059346595645,1.73583883431472,0.542675134508477,1.70538034515475,0.141819742798585,3.3666773725229198,9.3,2.21428571428571,75.1,12.112903225806502,0.0,173.0
93,2015700,0.9303535290272199,0.42417501078927206,1.4373092343370102,0.559091949767538,1.62371760230727,0.28288074350271697,3.97747469652305,8.15,1.75268817204301,11.9,7.0,0.0,171.05
94,2016000,0.7932524528612501,0.36749795967541704,1.5017224886186498,0.49776856329352,1.7952411145341298,0.161801069941279,3.84635961202179,12.3,1.9523809523809499,74.85,15.2755102040816,0.0,170.3
95,2017500,0.8024476615151789,0.3864445046835329,1.9289619902255402,0.511085489851109,1.64859488017618,0.0877099326486805,4.14451580737906,14.5,2.56637168141593,119.65,19.6147540983607,0.0,171.4
96,2018000,0.7644866275995628,0.364492460019353,1.7493286232998002,0.5097818350400289,1.3311123120113701,0.114816882725147,3.92673738920002,13.2,2.27586206896552,101.65,20.128712871287103,0.0,170.05
97,2027000,1.1271822107190883,0.473552146412579,1.6687821861652499,0.57008875988506,1.77301516602624,0.12193756093610301,5.09089316908232,5.5,1.8333333333333302,75.25,14.6116504854369,0.0,160.85
98,2027500,1.2665702723413583,0.503420057110929,1.72642923773163,0.571559293704684,0.7572942705601959,0.12695057152191,5.454907370082049,4.5,1.8367346938775502,74.1,13.596330275229398,0.0,162.4
99,2028500,0.9799835592537415,0.42921672989402004,1.7347551021365601,0.56085610624023,1.72875302611348,0.0737610879489147,4.53331659448194,7.0,1.79487179487179,83.45,16.048076923076902,0.0,164.1
100,2038850,0.6094728244430293,0.281926158152608,1.2903515200267701,0.580267145653597,2.18611483138846,0.0814042408791695,2.55778352489193,6.65,1.4456521739130401,43.15,12.5072463768116,0.0,165.35
101,2046000,0.5882042975303456,0.262162102804243,1.67915217985902,0.442150939270661,2.2975051952434997,0.0152635379938578,3.05949139343548,15.75,2.42307692307692,122.95,19.8306451612903,0.00041067761806981497,164.9
102,2051000,0.5054383736172333,0.23223569916466102,1.3556388439022902,0.401018121383076,2.35463521760934,0.0202726878515299,2.5340859814412404,16.8,1.5483870967741902,114.15,13.273255813953499,0.000684462696783025,163.2
103,2051500,0.5629114322858172,0.25706956163473604,1.5059097701314899,0.46950628454367804,1.2709254674294799,0.0513731032655081,2.77414757633743,13.9,1.8783783783783798,90.9,15.15,0.0,164.35
104,2053200,0.5890565384846029,0.257417960340642,1.9389228606951001,0.38926991638587805,2.29028463652789,0.00964109884995073,3.47834079377787,34.15,6.696078431372549,154.25,21.725352112676102,0.0,174.95
105,2053800,0.6646323039628416,0.299970752210596,1.5546269846751999,0.5998478915365161,1.8651571767648198,0.15687645988842402,2.60589230592438,5.8,1.7575757575757598,34.4,8.6,0.0,175.5
106,2055100,0.6735742009062391,0.3210982630564,1.83055756168392,0.620298971455735,1.5776370085246298,0.120165793003379,2.7237579747432594,5.9,1.61643835616438,46.55,12.413333333333302,0.0,171.1
107,2056900,0.6977805685160676,0.319756848717472,1.49224649177406,0.63337259989892,1.66675183135636,0.164139112780437,2.6245844133591802,4.3,1.40983606557377,26.55,8.04545454545454,0.0,174.05
108,2059500,0.5903658555948773,0.27749284064058805,1.27852343523904,0.5966082142851881,1.1880953890743,0.120965396454896,2.3880585350137404,5.85,1.625,30.35,11.0363636363636,0.0,173.15
109,2064000,0.6378015352307442,0.30018834285615303,1.32424582386899,0.5640044706071771,2.12263311777688,0.125826172948252,2.5954507856325697,7.4,1.3703703703703702,31.85,11.375,0.0,168.45
110,2065500,0.6426426925887638,0.29885918204404605,1.2540002010958,0.61570577542314,1.7325366430412001,0.16466776575473002,2.3634667555384703,5.4,1.77049180327869,21.9,12.166666666666698,0.000136892539356605,167.9
111,2069700,0.9035511265787782,0.373703052000009,1.24796334557557,0.715195245601222,1.81542505355582,0.365110989025055,3.09791142203077,2.2,1.18918918918919,4.4,5.5,0.0,178.85
112,2070000,0.7947580927201793,0.35084321684616804,1.01740953336393,0.682370556068984,1.90914777499424,0.33451570594326,2.7014403496174597,3.85,1.22222222222222,7.6,10.857142857142902,0.0,177.5
113,2074500,0.6639316225985941,0.295724963937553,0.9563003573384391,0.587704877324647,3.56378078366863,0.22046568531615,2.2351828711283397,6.3,1.3125,12.25,8.75,0.0,172.5
114,2077200,0.6280068435258489,0.27908813758427803,1.40497738955395,0.343001017151752,0.867385201097367,0.0,3.0760626055466096,22.85,2.1255813953488403,148.05,17.1156069364162,0.0624229979466119,161.45
115,2081500,0.5781464836621621,0.257859572731452,1.29446335320833,0.320793409309302,1.35150192050257,0.0046833157021967395,3.22006511329087,28.55,2.1877394636015297,157.4,17.5865921787709,0.0065708418891170395,159.7
116,2082950,0.569785408586724,0.254400170055037,1.58909215817608,0.453919252355709,1.89141897944682,0.027605929992087996,2.9294138787758,14.45,2.3884297520661204,106.95,15.5,0.0,173.35
117,2092500,0.6897789579302154,0.26566608182562695,1.64825929495181,0.406554091133528,2.37552645904269,0.0174919383032221,3.6405096593581097,19.0,5.50724637681159,121.3,19.8852459016393,0.0,178.9
118,2096846,0.513822171653016,0.223716993100491,1.2904543970655402,0.31909829735727696,1.52358843320934,0.0,2.6253493334964104,29.95,2.17818181818182,162.75,16.778350515463902,0.0559890485968515,161.0
119,2102908,0.9240639884874386,0.40127240334098896,1.03271085114035,0.729819530247114,0.495561796270965,0.446410135021575,2.9760675668105,1.0,1.11111111111111,2.45,4.08333333333333,0.0,167.2
120,2108000,0.7725440964586294,0.29538937689562395,1.77108552796026,0.5000145852893649,1.95289241009009,0.0452064956679379,3.6601673044247596,8.65,5.76666666666667,92.7,16.1217391304348,0.0,175.45
121,2111180,1.185704562740786,0.464919806052248,1.3384028415994198,0.6367807471688829,1.7089716850623797,0.334968888871061,4.39181432075391,3.9,1.44444444444444,18.95,8.422222222222219,0.0,176.75
122,2111500,0.9389801061847315,0.38182830618127794,1.2524463852648502,0.7248514576836559,2.07436731611718,0.36647326925536206,3.08884612658091,1.8,1.125,5.0,10.0,0.0,176.0
123,2112120,0.9146581154935822,0.37444825897837297,1.225704625072,0.6987158440514849,2.17485933717861,0.33403457971312,3.09589321834114,2.5,1.1363636363636398,8.55,6.84,0.0,174.15
124,2112360,0.9823337083266899,0.416001178699835,1.11022455260458,0.7537292335395179,1.66148789227054,0.44093178365954994,3.06268833514877,1.35,1.03846153846154,4.4,6.76923076923077,0.0,177.85
125,2118500,0.7794401098770526,0.32466551523822496,1.1410019481846798,0.651345198007089,2.4535914859768195,0.24433381225364398,2.82083386246831,4.35,1.38095238095238,14.45,7.810810810810809,0.0,172.3
126,2125000,0.6597479149985144,0.297263281881278,1.09386540144396,0.271949561961418,3.54140538149234,0.0,3.6525147196778196,38.85,2.7073170731707297,184.55,18.736040609137103,0.0628336755646817,153.0
127,2128000,0.6480874616706532,0.291364419808836,1.3207018566931599,0.402625266242992,1.81938588868143,0.0223652145088197,3.0863996022171096,15.1,1.58115183246073,114.25,12.694444444444402,0.0008213552361396299,161.25
128,2137727,1.2032919465064316,0.44033444154132106,1.29612943554824,0.680549449870027,2.3339344270149,0.415755994873863,4.23180209068039,2.8,1.30232558139535,10.25,8.54166666666667,0.0,176.45
129,2140991,1.1732920767777657,0.45856122001474103,1.3127889522768301,0.654308495204531,1.83382325052118,0.41245741874038705,3.9117836554628,2.9,1.4871794871794901,9.55,7.64,0.0,175.05
130,2143000,0.9634655578181036,0.37891808937058596,1.21882449658043,0.664090766689943,1.95943069909446,0.28229283536585603,3.4100974512195403,3.65,1.32727272727273,16.8,7.30434782608696,0.0,166.65
131,2143040,1.1551652349719526,0.415980467520532,1.391522782254,0.5990462248858189,2.08702021603863,0.25393157738096805,4.813659466873969,5.65,1.28409090909091,36.45,9.72,0.0,166.75
132,2149000,1.0431786205906757,0.397696961482616,1.22041329404058,0.6995890323280561,2.35147979186214,0.36005526792476794,3.6845655750967996,2.55,1.15909090909091,9.9,7.6153846153846105,0.0,173.6
133,2152100,0.8940435972224954,0.345189246806359,1.17515120457297,0.654845449550943,2.61920843366943,0.25256602831654196,3.3401857244862403,4.1,1.26153846153846,18.35,7.057692307692309,0.0,172.8
134,2177000,2.0015043499108476,0.542573791690081,1.36588775290816,0.7331928983815141,2.1456866643598,0.6929572135768589,6.78094860470651,0.75,1.15384615384615,9.15,8.31818181818182,0.0,173.15
135,2178400,1.9669663070641816,0.549718105569608,1.29969456545633,0.7223366180256321,2.0501929209974,0.7115899259925121,6.62425531105754,0.85,1.13333333333333,7.5,6.5217391304347805,0.0,169.8
136,2193340,0.4924479241087731,0.21913485620075301,1.0583948532888001,0.40018865351256294,2.48508699077641,0.016705876036523,2.11607763129292,16.2,1.6875,107.65,13.540880503144699,0.00314852840520192,164.7
137,2196000,0.393973379625466,0.17265669389855898,1.10969796726699,0.323145980934591,3.36453258662083,0.0064274766174829,2.2235594784805697,32.0,2.73504273504274,169.15,17.348717948717898,0.0,152.55
138,2198100,0.5536490692318509,0.243017358232054,0.9134529180348789,0.437351335247776,1.98770600238157,0.0923352199854875,3.01012817152687,29.8,3.5688622754491,125.25,13.395721925133701,0.0,154.4
139,2202600,0.4923464046081344,0.21467695100278303,1.41201343457957,0.377938386443722,3.37318489935702,0.00153307187808535,3.48463094451292,47.55,9.05714285714286,180.55,27.9922480620155,0.000684462696783025,165.45
140,2212600,0.5078389769650259,0.219428687115047,1.22614693478865,0.355084384907265,2.03210614018669,0.0035144466764108102,2.8636232178162198,25.95,2.55665024630542,148.1,19.746666666666698,0.014921286789870002,158.45
141,2215100,0.6048216776411823,0.262694666303447,1.5013813102667999,0.48435014010701893,2.2168719890733,0.0362076182952571,3.2831345206631704,18.65,3.18803418803419,119.9,18.0300751879699,0.0,155.85
